Part Title,Brand,Manufacturer,Category,Part Type,Condition,Quality Tier,Part Source,Price,Currency,Seller SKU,eBay Item ID,OEM Part Numbers,MPN,Position,Vehicle System,Listing URL,Quantity,Fitment Status,Donor Year,Donor Make,Donor Model,Donor Trim,Donor Engine,Donor Transmission,Condition Grade,Tested Status,Damage Notes,Seller Notes
Audi 2014-2016 Q5 Body C-Pillar Trim Panel 8R0867767B 4PK,Audi,,Body,UNCLASSIFIED,USED,NEW,OEM,87.43,USD,SAPOP14-GB-599,398121233688,8R0867767B 4 pezzi; 8R0867767B,8R0867767B 4 pezzi,,,https://www.ebay.com/itm/398121233688,1,NEEDS_REVIEW,,,,,,,,,,
Febest 2008-2012 BMW 128i Trailing Arm Bushing BMAB-016,FEBEST,,General,UNCLASSIFIED,USED,NEW,OEM,28.89,USD,SAP-17740,398121233694,BMAB-016,BMAB-016,,,https://www.ebay.com/itm/398121233694,3,CONFIRMED,,,,,,,,,,
2014 Lexus LX570 Bumper Cover Bracket 5214960100,Lexus,,Body,UNCLASSIFIED,USED,NEW,OEM,43.92,USD,SAPOP47-MT-751,398121233695,"",,,,https://www.ebay.com/itm/398121233695,1,CONFIRMED,,,,,,,,,,
Rinforzo montante A carrozzeria Volkswagen Jetta 2011-2018 5C6809204,Volkswagen,,General,UNCLASSIFIED,USED,NEW,OEM,227.29,USD,BAP-001,398121233700,5C6809204,5C6809204,,,https://www.ebay.com/itm/398121233700,1,CONFIRMED,,,,,,,,,,
Pinza freno a disco posteriore sinistra Lexus LS430 2001-2006 4775050150,Lexus,,General,UNCLASSIFIED,USED,NEW,OEM,91.81,USD,SAPOP42-GB-179,398121233702,4775050150,4775050150,,,https://www.ebay.com/itm/398121233702,1,CONFIRMED,,,,,,,,,,
FEBEST 1994-1999 Toyota Tercel Supporto ammortizzatore anteriore TSS-010,FEBEST,,General,UNCLASSIFIED,USED,NEW,OEM,86.72,USD,TSS-010,398121233712,TSS-010,TSS-010,,,https://www.ebay.com/itm/398121233712,2,CONFIRMED,,,,,,,,,,
2014-2015 Audi RS7 Radiator Support Splash Shield 4G8853887C,Audi,,Cooling,UNCLASSIFIED,USED,NEW,OEM,131.14,USD,Audi-A7-Quattro-2772-RADSS,398121233718,4G8853887C,4G8853887C,,,https://www.ebay.com/itm/398121233718,1,CONFIRMED,,,,,,,,,,
Telaio sospensione posteriore Toyota Corolla 2018-2019 4210102340,Toyota Corolla,,General,UNCLASSIFIED,USED,NEW,OEM,788.5,USD,TOY-CRL-5167-RSS-1,398121233728,4210102340,4210102340,,,https://www.ebay.com/itm/398121233728,1,CONFIRMED,,,,,,,,,,
Tubo intercooler turbocompressore Volkswagen Tiguan 2009-2022 1K0145840R,Volkswagen,,General,UNCLASSIFIED,USED,NEW,OEM,104.92,USD,SAPOP40-SJ-567,398121233733,1K0145840R,1K0145840R,,,https://www.ebay.com/itm/398121233733,1,CONFIRMED,,,,,,,,,,
2009 BMW 335i Lock Plate Right USED OEM 51647116706,BMW,,General,UNCLASSIFIED,USED,NEW,OEM,52.45,USD,BMW-35i-2687-CH-D,398121233734,51647116706,51647116706,,,https://www.ebay.com/itm/398121233734,1,CONFIRMED,,,,,,,,,,
Bras de commande avant Febest 1993-1997 Lexus GS300 TAB-349,FEBEST,,General,UNCLASSIFIED,USED,NEW,OEM,86.72,USD,TAB-349,398121233754,TAB-349,TAB-349,,,https://www.ebay.com/itm/398121233754,2,CONFIRMED,,,,,,,,,,
Mini Cooper 2016-2024 Mini Cooper Trailing Arm Bracket 33326896991,Mini Cooper,,General,UNCLASSIFIED,USED,NEW,OEM,96.16,USD,SAPOP33-GB-143,398121233751,"",,,,https://www.ebay.com/itm/398121233751,1,CONFIRMED,,,,,,,,,,
Mini Cooper 2024 Mini Cooper Countryman Blower Motor Assembly 64119297751,Mini Cooper,,Engine,UNCLASSIFIED,USED,NEW,OEM,145.99,USD,SAPOP33-GB-83,398121233756,"",,,,https://www.ebay.com/itm/398121233756,1,CONFIRMED,,,,,,,,,,
Tubo evaporazione carburante Mercedes-Benz C350 2006-2015 A1704761526,Mercedes,,General,UNCLASSIFIED,USED,NEW,OEM,48.09,USD,SAPOP44-GB-92,398121233758,A1704761526,A1704761526,,,https://www.ebay.com/itm/398121233758,1,CONFIRMED,,,,,,,,,,
Adattatore tubo lavatrice portellone Audi Q5 2012 8K9971821,Audi,,General,UNCLASSIFIED,USED,NEW,OEM,43.71,USD,LFG-023,398121233760,8K9971821,8K9971821,,,https://www.ebay.com/itm/398121233760,1,CONFIRMED,,,,,,,,,,
Ligne de retour de liquide de refroidissement du turbocompresseur BMW 335i...,BMW,,General,UNCLASSIFIED,USED,NEW,OEM,52.45,USD,BMW-35i-2687-CL-S,398121233761,"",,,,https://www.ebay.com/itm/398121233761,1,NEEDS_REVIEW,,,,,,,,,,
Tubo candela anello guarnizione Honda Accord FEBEST 2002-2012 HCP-007,FEBEST,,General,UNCLASSIFIED,USED,NEW,OEM,86.72,USD,HCP-007,398121233768,HCP-007,HCP-007,,,https://www.ebay.com/itm/398121233768,2,CONFIRMED,,,,,,,,,,
2004-2013 Mazda 3 Stabilizer Bar Bushing BP4K28156D,Mazda,,General,UNCLASSIFIED,USED,NEW,OEM,52.45,USD,MAZ-MZ3-2088-SU-O,398121233771,BP4K28156D,BP4K28156D,,,https://www.ebay.com/itm/398121233771,2,CONFIRMED,,,,,,,,,,
Coperchio di servizio coperchio serbatoio posteriore Mercedes GL500 2008 usat...,Mercedes-Benz,,General,UNCLASSIFIED,USED,NEW,OEM,61.29,USD,MRC-GL5-9750-CH-EE,398121233785,A2516160089,A2516160089,,,https://www.ebay.com/itm/398121233785,1,CONFIRMED,,,,,,,,,,
Poulie de vilebrequin Mitsubishi Eclipse FEBEST 1990-1994 MDS-4G63,FEBEST,,General,UNCLASSIFIED,USED,NEW,OEM,86.72,USD,MDS-4G63,398121233802,MDS-4G63,MDS-4G63,,,https://www.ebay.com/itm/398121233802,2,CONFIRMED,,,,,,,,,,
Collettore di scarico Jeep Cherokee 2014 68197576AA,Jeep,,General,UNCLASSIFIED,USED,NEW,OEM,612,USD,Jeep-CHK-EMD-1,398121233815,68197576AA,68197576AA,,,https://www.ebay.com/itm/398121233815,1,CONFIRMED,,,,,,,,,,
Isolation de passage de roue Mercedes-Benz C350 2007 A2046820141,Mercedes,,General,UNCLASSIFIED,USED,NEW,OEM,48.09,USD,SAPOP44-GB-67,398121233836,A2046820141,A2046820141,,,https://www.ebay.com/itm/398121233836,1,CONFIRMED,,,,,,,,,,
Kit riparazione braccio sospensione FEBEST DAIHATSU TBJB-XZU308,FEBEST,,General,UNCLASSIFIED,USED,NEW,OEM,34.16,USD,TBJB-XZU308,398121233840,TBJB-XZU308,TBJB-XZU308,,,https://www.ebay.com/itm/398121233840,2,NEEDS_REVIEW,,,,,,,,,,
2008 Porsche Cayenne Door Panel Carrier used OEM 95553372902,Porsche,,Body,UNCLASSIFIED,USED,NEW,OEM,56.92,USD,POR-CAY-9697-DR3-T,398121233849,95553372902,95553372902,,,https://www.ebay.com/itm/398121233849,1,CONFIRMED,,,,,,,,,,
2007 Mercedes-Benz C350 AMG Sound Insulation Of Firewall A2046820560,Mercedes,,General,UNCLASSIFIED,USED,NEW,OEM,139.88,USD,SAPOP44-MT-50,398121233854,A2046820560,A2046820560,,,https://www.ebay.com/itm/398121233854,1,CONFIRMED,,,,,,,,,,
Staffa supporto radiatore Lexus LS430 2002 1650550090,Lexus,,Cooling,UNCLASSIFIED,USED,NEW,OEM,43.71,USD,SAPOP42-AL-65,398121233862,1650550090,1650550090,,,https://www.ebay.com/itm/398121233862,1,CONFIRMED,,,,,,,,,,
2008 MAZDA 3 Heater &amp; AC Air Box Lower Case Occasion OEM JM7BK326081392088,Mazda,,General,UNCLASSIFIED,USED,NEW,OEM,52.45,USD,MAZ-MZ3-2088-AC-J,398121233866,JM7BK326081392088,JM7BK326081392088,,,https://www.ebay.com/itm/398121233866,1,CONFIRMED,,,,,,,,,,
Alloggiamento aspirazione acqua Lexus LX570 2014 1632338020,Lexus,,General,UNCLASSIFIED,USED,NEW,OEM,43.8,USD,SAPOP47-MT-729,398121233877,1632338020,1632338020,,,https://www.ebay.com/itm/398121233877,1,CONFIRMED,,,,,,,,,,
Front seat cushion cover set Ford Fiesta 2016 used OEM F2BZ-5462900-DA,Ford,,Interior,UNCLASSIFIED,USED,NEW,OEM,306,USD,FOR-FIE-0110-ST1-B,398121232440,F2BZ-5462900-DA,F2BZ-5462900-DA,,,https://www.ebay.com/itm/398121232440,1,NOT_VERIFIED,,,,,,,,,,
Tailgate panel Audi TT 2009 used OEM 8J8803751D,Audi,,Body,UNCLASSIFIED,USED,NEW,OEM,210.94,USD,AUD-TT-4018-CH-EEE,398121232442,8J8803751D,8J8803751D,,,https://www.ebay.com/itm/398121232442,1,CONFIRMED,,,,,,,,,,
Windshield header panel MAZDA 3 2008 used OEM JM7BK326081...,Mazda,,Body,UNCLASSIFIED,USED,NEW,OEM,56.82,USD,MAZ-MZ3-2088-RF-O,398121232447,JM7BK326081,JM7BK326081,,,https://www.ebay.com/itm/398121232447,1,CONFIRMED,,,,,,,,,,
FEBEST 2007-2012 Mazda CX-7 CV Joint 0510-ERA44,FEBEST,,General,UNCLASSIFIED,USED,NEW,OEM,65.69,USD,0510-ERA44,398121232451,0510-ERA44,0510-ERA44,,,https://www.ebay.com/itm/398121232451,2,CONFIRMED,,,,,,,,,,
Seat trim panel cap Volkswagen Tiguan 2010 used OEM 5N0881479A,Volkswagen,,Body,UNCLASSIFIED,USED,NEW,OEM,52.55,USD,VOL-TIG-0710-ST2-E,398121232485,5N0881479A,5N0881479A,,,https://www.ebay.com/itm/398121232485,1,NOT_VERIFIED,,,,,,,,,,
Instrument panel wiring connector Chevrolet Camaro 2011 USED 92237563,Chevrolet,,Electrical,UNCLASSIFIED,USED,NEW,OEM,52.57,USD,SAPOP21-AL-40,398121232498,92237563,92237563,,,https://www.ebay.com/itm/398121232498,1,CONFIRMED,,,,,,,,,,
Rear seat cushion Volkswagen Tiguan 2010 USED OEM 5M0885776P,Volkswagen,,Interior,UNCLASSIFIED,USED,NEW,OEM,262.78,USD,VOL-TIG-0710-ST3-G,398121232502,5M0885776P,5M0885776P,,,https://www.ebay.com/itm/398121232502,1,NOT_VERIFIED,,,,,,,,,,
Dashboard trim set Ford Fiesta 2016 used OEM...,Ford,,Interior,UNCLASSIFIED,USED,NEW,OEM,65.56,USD,FOR-FIE-0110-DB-B,398121232508,"",,,,https://www.ebay.com/itm/398121232508,1,CONFIRMED,,,,,,,,,,
Right side rocker panel reinforcement MAZDA 3 2008 used OEM JM7BK326081392088,Mazda,,Body,UNCLASSIFIED,USED,NEW,OEM,69.94,USD,MAZ-MZ3-2088-CH-FFFF,398121232527,JM7BK326081392088,JM7BK326081392088,,,https://www.ebay.com/itm/398121232527,1,CONFIRMED,,,,,,,,,,
2009 Audi steering column ignition lock lower emblem used OEM...,Audi,,General,UNCLASSIFIED,USED,NEW,OEM,43.92,USD,AUD-TT-4018-CH-Y,398121232529,"",,,,https://www.ebay.com/itm/398121232529,1,NEEDS_REVIEW,,,,,,,,,,
Headlight arm support panel BMW 335i 51647019777 OEM used,BMW,,Body,UNCLASSIFIED,USED,NEW,OEM,62.97,USD,BMW-35i-2687-LT1-N,398121232559,USED,USED,,,https://www.ebay.com/itm/398121232559,1,NEEDS_REVIEW,,,,,,,,,,
A/C evaporator Mercedes-Benz GL500 2008 used OEM A1648300158,Mercedes-Benz,,General,UNCLASSIFIED,USED,NEW,OEM,78.83,USD,MRC-GL5-9750-AC-C,398121232566,A1648300158,A1648300158,,,https://www.ebay.com/itm/398121232566,1,CONFIRMED,,,,,,,,,,
Lower front stone deflector Ford Fiesta 2016 used OEM...,Ford,,General,UNCLASSIFIED,USED,NEW,OEM,63.82,USD,FOR-FIE-0110-CH-M,398121232594,"",,,,https://www.ebay.com/itm/398121232594,1,CONFIRMED,,,,,,,,,,
Rear lower control arm Febest 2008-2013 Mazda 6 0525-GHR,FEBEST,,Suspension,UNCLASSIFIED,USED,NEW,OEM,86.72,USD,0525-GHR,398121232628,0525-GHR,0525-GHR,,,https://www.ebay.com/itm/398121232628,2,CONFIRMED,,,,,,,,,,
Rear engine mount FEBEST NISSAN NM-021,FEBEST,,Engine,UNCLASSIFIED,USED,NEW,OEM,86.72,USD,NM-021,398121232629,NM-021,NM-021,,,https://www.ebay.com/itm/398121232629,2,NEEDS_REVIEW,,,,,,,,,,
Shock absorber Mercedes GL500 2008 left and right used OEM A16...,Mercedes-Benz,,Suspension,UNCLASSIFIED,USED,NEW,OEM,52.53,USD,MRC-GL5-9750-CH-J,398121232634,A1646825404,A1646825404,,,https://www.ebay.com/itm/398121232634,1,CONFIRMED,,,,,,,,,,
Mercedes GL500 2008 right side frame member used A164610...,Mercedes-Benz,,General,UNCLASSIFIED,USED,NEW,OEM,525.39,USD,MRC-GL5-9750-CH-BB,398121232638,A1646102410; A164610,A1646102410,,,https://www.ebay.com/itm/398121232638,1,CONFIRMED,,,,,,,,,,
"Bushing Nissan Murano Febest 2003-2007, rear control arm NAB-272",FEBEST,,Suspension,UNCLASSIFIED,USED,NEW,OEM,31.73,USD,SAP-21445,398121232662,NAB-272,NAB-272,,,https://www.ebay.com/itm/398121232662,3,CONFIRMED,,,,,,,,,,
Radiator support panel Lexus IS250 2007 upper left used OEM 532...,Lexus,,Body,UNCLASSIFIED,USED,NEW,OEM,52.33,USD,LEX-IS-1277-DB-III,398121232663,5321453020,5321453020,,,https://www.ebay.com/itm/398121232663,1,CONFIRMED,,,,,,,,,,
Rear spoiler Ford Fiesta 2016 used OEM C1BZ-5844210-AA,Ford,,General,UNCLASSIFIED,USED,NEW,OEM,113.66,USD,FOR-FIE-0110-TK-K,398121232668,C1BZ-5844210-AA,C1BZ-5844210-AA,,,https://www.ebay.com/itm/398121232668,1,CONFIRMED,,,,,,,,,,
Passenger side engine mount bracket Chevrolet Camaro 2011 92249330,Chevrolet,,Engine,UNCLASSIFIED,USED,NEW,OEM,87.4,USD,SAPOP21-AL-507,398121232670,92249330,92249330,,,https://www.ebay.com/itm/398121232670,1,CONFIRMED,,,,,,,,,,
Fender mounting bracket Audi Q7 2007 used OEM 4L0810498D,Audi,,Body,UNCLASSIFIED,USED,NEW,OEM,52.53,USD,AUD-Q7-8323-RF-N,398121232672,4L0810498D,4L0810498D,,,https://www.ebay.com/itm/398121232672,1,CONFIRMED,,,,,,,,,,
Left driver side fog light cover Ford Fiesta 2016 used OEM...,Ford,,General,UNCLASSIFIED,USED,NEW,OEM,43.71,USD,FOR-FIE-0110-LT1-D,398121232691,"",,,,https://www.ebay.com/itm/398121232691,1,CONFIRMED,,,,,,,,,,
BMW X5 2008 fuel tank breather line used OEM 13907548907,BMW,,General,UNCLASSIFIED,USED,NEW,OEM,52.45,USD,BMW-X5-4619-FL-C,398121232702,13907548907,13907548907,,,https://www.ebay.com/itm/398121232702,1,CONFIRMED,,,,,,,,,,
Transmission mount MAZDA 3 2008 used OEM BP4N39080B,Mazda,,Transmission,UNCLASSIFIED,USED,NEW,OEM,52.45,USD,MAZ-MZ3-2088-TR-N,398121232703,BP4N39080B,BP4N39080B,,,https://www.ebay.com/itm/398121232703,1,CONFIRMED,,,,,,,,,,
Cadillac 2011 headliner panel set used OEM 22787343,Cadillac,,Body,UNCLASSIFIED,USED,NEW,OEM,201.08,USD,CAD-CTS-7984-RF-O,398121232705,22787343,22787343,,,https://www.ebay.com/itm/398121232705,1,NEEDS_REVIEW,,,,,,,,,,
Fuel pump module Porsche Cayenne S 2008 right side used OEM...,Porsche,,Electrical,UNCLASSIFIED,USED,NEW,OEM,56.82,USD,POR-CAY-9697-FL-X,398121232729,"",,,,https://www.ebay.com/itm/398121232729,1,CONFIRMED,,,,,,,,,,
Rear fender support Jaguar XF 2017 used OEM T2H4804,Jaguar,,Body,UNCLASSIFIED,USED,NEW,OEM,52.45,USD,JAG-XF-9202-FD3-A,398121232730,T2H4804,T2H4804,,,https://www.ebay.com/itm/398121232730,1,CONFIRMED,,,,,,,,,,
Front disc brake caliper assembly Cadillac CTS 2011 used OEM 15851351,Cadillac,,Brakes,UNCLASSIFIED,USED,NEW,OEM,166.09,USD,CAD-CTS-7984-BR-A,398121232760,15851351,15851351,,,https://www.ebay.com/itm/398121232760,1,CONFIRMED,,,,,,,,,,
Rear bumper support Mercedes-Benz GL500 2008 used OEM A164880...,Mercedes-Benz,,Body,UNCLASSIFIED,USED,NEW,OEM,70.07,USD,MRC-GL5-9750-BP2-M,398121232764,A164880,A164880,,,https://www.ebay.com/itm/398121232764,1,CONFIRMED,,,,,,,,,,
Transmission cable wiring Lexus LS430 2002 used OEM 8212550040,Lexus,,Transmission,UNCLASSIFIED,USED,NEW,OEM,43.69,USD,SAPOP43-SJ-339,398121232765,8212550040,8212550040,,,https://www.ebay.com/itm/398121232765,1,CONFIRMED,,,,,,,,,,
Rear hub oil seal FEBEST 2001-2005 Kia Rio 95GFZ-39500808X,FEBEST,,General,UNCLASSIFIED,USED,NEW,OEM,86.72,USD,95GFZ-39500808X,398121232768,95GFZ-39500808X,95GFZ-39500808X,,,https://www.ebay.com/itm/398121232768,2,CONFIRMED,,,,,,,,,,
Fog light switch Mazda 3 2008 used OEM BP8M66122,Mazda,,General,UNCLASSIFIED,USED,NEW,OEM,52.45,USD,MAZ-MZ3-2088-EL-TT,398121232772,BP8M66122,BP8M66122,,,https://www.ebay.com/itm/398121232772,1,CONFIRMED,,,,,,,,,,
Vacuum pump Volkswagen Tiguan 2017 used OEM 06J145100N,Volkswagen,,General,UNCLASSIFIED,USED,NEW,OEM,96.16,USD,SAPOP40-SJ-562,398121232792,06J145100N,06J145100N,,,https://www.ebay.com/itm/398121232792,1,CONFIRMED,,,,,,,,,,
Front control arm rear bushing Febest Toyota TAB-022,FEBEST,,Suspension,UNCLASSIFIED,USED,NEW,OEM,34.57,USD,SAP-21276,398121232824,TAB-022,TAB-022,,,https://www.ebay.com/itm/398121232824,3,NEEDS_REVIEW,,,,,,,,,,
Steering column cover Jaguar XF 2017 used OEM T2H23876,Jaguar,,General,UNCLASSIFIED,USED,NEW,OEM,393.39,USD,JAG-XF-9202-DB-QQQQ,398121232826,T2H23876,T2H23876,,,https://www.ebay.com/itm/398121232826,1,CONFIRMED,,,,,,,,,,
Front differential mount bushing CRAB-058 Febest 2004-2010 Jeep Grand Cherokee...,FEBEST,,Transmission,UNCLASSIFIED,USED,NEW,OEM,30.32,USD,SAP-21161,398121232827,CRAB-058,CRAB-058,,,https://www.ebay.com/itm/398121232827,3,NOT_VERIFIED,,,,,,,,,,
Windshield molding trim Volkswagen Tiguan 2010 used OEM 5N08...,Volkwagen,,Wheels,UNCLASSIFIED,USED,NEW,OEM,43.92,USD,VOL-TIG-0710-WS1-C,398121232836,5N08,5N08,,,https://www.ebay.com/itm/398121232836,1,CONFIRMED,,,,,,,,,,
Window regulator Lexus LS460 2007 used OEM 69804-50040,Lexus,,General,UNCLASSIFIED,USED,NEW,OEM,95.26,USD,LEX-LS-3145-DR4-P,398121232845,69804-50040,69804-50040,,,https://www.ebay.com/itm/398121232845,1,CONFIRMED,,,,,,,,,,
Rear floor finishing plate Toyota Camry 2018 used OEM 58387-33...,Toyota,,General,UNCLASSIFIED,USED,NEW,OEM,87.4,USD,TOY-CAM-9731-TK-A,398121232855,58387-33140-C0; 58387-33,58387-33140-C0,,,https://www.ebay.com/itm/398121232855,1,CONFIRMED,,,,,,,,,,
Front control arm rear bushing Toyota Camry 1992-2002 Febest TAB-195,FEBEST,,Suspension,UNCLASSIFIED,USED,NEW,OEM,31.78,USD,SAP-22495,398121232857,TAB-195,TAB-195,,,https://www.ebay.com/itm/398121232857,3,CONFIRMED,,,,,,,,,,
Rear engine mount extension Mini Cooper Clubman 2020 41117391029,Mini,,Engine,UNCLASSIFIED,USED,NEW,OEM,153,USD,SAPOP33-SJ-534,398121232863,"",,,,https://www.ebay.com/itm/398121232863,1,CONFIRMED,,,,,,,,,,
Febest 2004-2006 Scion xA left engine mount TM-090,FEBEST,,Engine,UNCLASSIFIED,USED,NEW,OEM,37.25,USD,SAP-17991,398121232870,TM-090,TM-090,,,https://www.ebay.com/itm/398121232870,3,CONFIRMED,,,,,,,,,,
Seat belt height adjuster Porsche Cayenne 2008 used OEM...,Porsche,,Interior,UNCLASSIFIED,USED,NEW,OEM,52.57,USD,POR-CAY-9697-ST1-AA,398121232877,"",,,,https://www.ebay.com/itm/398121232877,1,NOT_VERIFIED,,,,,,,,,,
Front windshield Audi TT 2009 used OEM 8J8845099J,Audi,,General,UNCLASSIFIED,USED,NEW,OEM,437.82,USD,AUD-TT-4018- WS1-A,398121232881,8J8845099J,8J8845099J,,,https://www.ebay.com/itm/398121232881,1,CONFIRMED,,,,,,,,,,
Fender mounting support Jaguar XF 2017 used OEM T2H11302,Jaguar,,Body,UNCLASSIFIED,USED,NEW,OEM,52.54,USD,JAG-XF-9202-FD2-E,398121232898,T2H11302,T2H11302,,,https://www.ebay.com/itm/398121232898,1,CONFIRMED,,,,,,,,,,
Rear control arm Febest 95-02 Mazda Millenia with ball joint 0525-X9UP,FEBEST,,Suspension,UNCLASSIFIED,USED,NEW,OEM,46.15,USD,SAP-22412,398121232906,0525-X9UP,0525-X9UP,,,https://www.ebay.com/itm/398121232906,3,NEEDS_REVIEW,,,,,,,,,,
Left front lower ball joint FEBEST MITSUBISHI 0420-PD8LLH,FEBEST,,General,UNCLASSIFIED,USED,NEW,OEM,86.72,USD,0420-PD8LLH,398121232913,0420-PD8LLH,0420-PD8LLH,,,https://www.ebay.com/itm/398121232913,2,NEEDS_REVIEW,,,,,,,,,,
Rear shock absorber FEBEST 1999-2002 Daewoo Nubira bushing DAB-003,FEBEST,,Suspension,UNCLASSIFIED,USED,NEW,OEM,86.72,USD,DAB-003,398121232927,DAB-003,DAB-003,,,https://www.ebay.com/itm/398121232927,2,NEEDS_REVIEW,,,,,,,,,,
Bumper cover support Porsche Cayenne 2008 used OEM 95550596101,Porsche,,Body,UNCLASSIFIED,USED,NEW,OEM,52.55,USD,POR-CAY-9697-BP-HH,398121232932,95550596101,95550596101,,,https://www.ebay.com/itm/398121232932,1,CONFIRMED,,,,,,,,,,
Lower steering wheel trim Jaguar XF F-Pace 2017 used OEM T4N3652,Jaguar,,Interior,UNCLASSIFIED,USED,NEW,OEM,56.81,USD,JAG-XF-9202-DB-XXX,398121232936,T4N3652,T4N3652,,,https://www.ebay.com/itm/398121232936,1,CONFIRMED,,,,,,,,,,
Leather seat cover BMW 335i 2009 used OEM 52209113053,BMW,,Interior,UNCLASSIFIED,USED,NEW,OEM,87.42,USD,BMW-35i-2687-ST3-F,398121232939,52209113053,52209113053,,,https://www.ebay.com/itm/398121232939,1,NEEDS_REVIEW,,,,,,,,,,
Engine water pump assembly Volkswagen Tiguan 2010 used OEM 06H121026BA,Volkwagen,,Engine,UNCLASSIFIED,USED,NEW,OEM,52.36,USD,VOL-TIG-0710-CL-W,398121232941,06H121026BA,06H121026BA,,,https://www.ebay.com/itm/398121232941,1,CONFIRMED,,,,,,,,,,
Glove box block BMW 740Li 2012 used OEM 51169172497,BMW,,General,UNCLASSIFIED,USED,NEW,OEM,52.45,USD,BMW-740-C576-DB-AAA,398121232943,51169172497,51169172497,,,https://www.ebay.com/itm/398121232943,1,CONFIRMED,,,,,,,,,,
A-Pillar trim Porsche Cayenne 2008 used OEM 95555518203K90,Porsche,,Wheels,UNCLASSIFIED,USED,NEW,OEM,65.61,USD,POR-CAY-9697-CH-H,398121232946,95555518203K90,95555518203K90,,,https://www.ebay.com/itm/398121232946,1,CONFIRMED,,,,,,,,,,
Brake hydraulic hose BMW 740Li 2012 used OEM 34326775261,BMW,,Brakes,UNCLASSIFIED,USED,NEW,OEM,52.45,USD,BMW-740-C576-BR-C,398121232950,34326775261,34326775261,,,https://www.ebay.com/itm/398121232950,1,CONFIRMED,,,,,,,,,,
Engine crankshaft seal FEBEST Chrysler 95IDS-346512X,FEBEST,,Engine,UNCLASSIFIED,USED,NEW,OEM,34.16,USD,95IDS-34651212X,398121232951,95IDS-346512X,95IDS-346512X,,,https://www.ebay.com/itm/398121232951,2,NEEDS_REVIEW,,,,,,,,,,
Brake caliper support BMW 740Li 2012 used OEM 34216790188,BMW,,Brakes,UNCLASSIFIED,USED,NEW,OEM,87.43,USD,BMW-740-C576-BR-T,398121232952,34216790188,34216790188,,,https://www.ebay.com/itm/398121232952,1,CONFIRMED,,,,,,,,,,
Parking aid sensor Jaguar XF 2017 used OEM JDE28658,Jaguar,,Electrical,UNCLASSIFIED,USED,NEW,OEM,52.45,USD,JAG-XF-9202-BP2-P,398121232966,JDE28658,JDE28658,,,https://www.ebay.com/itm/398121232966,1,CONFIRMED,,,,,,,,,,
Rear body reinforcement Jaguar F-Pace 2017-2021 T4A29376,Jaguar,,General,UNCLASSIFIED,USED,NEW,OEM,261.39,USD,Jaguar-F-Pace-2307-RBR,398121232981,T4A29376,T4A29376,,,https://www.ebay.com/itm/398121232981,1,CONFIRMED,,,,,,,,,,
Protection plate Porsche Cayenne 2008 used OEM 95520120602,Porsche,,General,UNCLASSIFIED,USED,NEW,OEM,109.49,USD,POR-CAY-9697-FL-BB,398121232992,95520120602,95520120602,,,https://www.ebay.com/itm/398121232992,1,CONFIRMED,,,,,,,,,,
Volkswagen Tiguan 2010 A/C refrigerant line used OEM 1J0820774,Volkswagen,,General,UNCLASSIFIED,USED,NEW,OEM,43.79,USD,VOL-TIG-0710-AC-V,398121233001,1J0820774,1J0820774,,,https://www.ebay.com/itm/398121233001,1,CONFIRMED,,,,,,,,,,
Rear shock mount Volvo XC90 2003 VLSS-XC90UPR Febest,FEBEST,,Suspension,UNCLASSIFIED,USED,NEW,OEM,35.11,USD,SAP-21752,398121233005,VLSS-XC90UPR,VLSS-XC90UPR,,,https://www.ebay.com/itm/398121233005,3,CONFIRMED,,,,,,,,,,
Rear control arm bushing Febest KAB-032,FEBEST,,Suspension,UNCLASSIFIED,USED,NEW,OEM,86.72,USD,KAB-032,398121233010,KAB-032,KAB-032,,,https://www.ebay.com/itm/398121233010,2,NEEDS_REVIEW,,,,,,,,,,
Crankcase vent tube Volkswagen Tiguan 2010 used OEM 1K0133778AH,Volkswagen,,General,UNCLASSIFIED,USED,NEW,OEM,43.79,USD,VOL-TIG-0710-AI-P,398121233016,1K0133778AH,1K0133778AH,,,https://www.ebay.com/itm/398121233016,1,CONFIRMED,,,,,,,,,,
Left side rocker panel MAZDA 3 2008 used OEM JM7BK326081392088,Mazda,,Body,UNCLASSIFIED,USED,NEW,OEM,262.26,USD,MAZ-MZ3-2088-CH-VV,398121233020,JM7BK326081392088,JM7BK326081392088,,,https://www.ebay.com/itm/398121233020,1,CONFIRMED,,,,,,,,,,
Right outer body panel Ford Fiesta 2016 used OEM G2BZ-5827840-A,Ford,,Body,UNCLASSIFIED,USED,NEW,OEM,511.47,USD,FOR-FIE-0110-CH-DD,398121233021,G2BZ-5827840-A,G2BZ-5827840-A,,,https://www.ebay.com/itm/398121233021,1,CONFIRMED,,,,,,,,,,
Front bumper cover reinforcement Ford Fiesta 2016 used OEM AE8Z17D995CA,Ford,,Body,UNCLASSIFIED,USED,NEW,OEM,48.08,USD,FOR-FIE-0110-BP1-F,398121233022,AE8Z17D995CA,AE8Z17D995CA,,,https://www.ebay.com/itm/398121233022,1,CONFIRMED,,,,,,,,,,
Third row rear seat belt assembly Audi Q7 2007 used OEM...,Audi,,Interior,UNCLASSIFIED,USED,NEW,OEM,65.67,USD,AUD-Q7-8323-ST3-F,398121233040,"",,,,https://www.ebay.com/itm/398121233040,1,NOT_VERIFIED,,,,,,,,,,
